date,platform,country,network,market_volume
2021-11-06,Android,US,Facebook,6421245.407037494
2021-11-06,Android,US,AppLovin,3248114.195224252
2021-11-06,Android,US,IronSource,1325609.107611276
2021-11-06,Android,US,other,2627638.5508432095
2021-11-01,iOS,UK,AppLovin,178307.45809589038
2021-11-01,iOS,UK,IronSource,193016.31724137932
2021-11-01,iOS,UK,Chartboost,117984.72839999999
2021-11-01,iOS,UK,Unity,181172.27016740091
2021-11-01,iOS,UK,AdMob,948422.3163461538
2021-11-01,iOS,UK,other,128112.62433473153
2021-11-05,iOS,AR,other,1279.016064
2021-11-05,iOS,AR,AppLovin,3108.5485714285714
2021-11-05,iOS,AR,IronSource,2209.423034482759
2021-11-05,iOS,AR,Amazon,1702.944
2021-11-05,iOS,AR,Facebook,62.677800000000005
2021-11-05,iOS,AR,Chartboost,915.8515902439026
2021-11-05,iOS,AR,Unity,3193.0199999999995
2021-11-04,Android,UK,AdMob,525249.1804600747
2021-11-04,Android,UK,other,82485.50039256198
2021-11-04,Android,UK,Chartboost,44588.7078
2021-11-04,Android,UK,AppLovin,89140.40066042553
2021-11-04,Android,UK,IronSource,216017.73284
2021-11-04,Android,UK,Unity,162247.19430705882
2021-11-04,Android,UK,Facebook,269845.5422562163
2021-11-04,iOS,AR,IronSource,10866.4227
2021-11-04,iOS,AR,Unity,5468.97
2021-11-04,iOS,AR,Chartboost,3078.32896
2021-11-04,iOS,AR,AppLovin,1161.1044
2021-11-04,iOS,AR,other,1415.0637918367347
2021-11-04,iOS,UK,Facebook,433862.0
2021-11-04,iOS,UK,other,138011.22688128773
2021-11-04,iOS,UK,AdMob,955427.6159999999
2021-11-04,iOS,UK,IronSource,231826.1073825503
2021-11-04,iOS,UK,AppLovin,214511.84259597803
2021-11-04,iOS,UK,Unity,137281.6900611354
2021-11-04,iOS,UK,Chartboost,75692.232
2021-11-06,Android,AR,other,37700.589991927634
2021-11-06,Android,AR,Facebook,61516.48294715328
2021-11-06,Android,AR,IronSource,41872.57978923858
2021-11-06,Android,AR,AppLovin,112291.4751198257
2021-11-06,Android,AR,Chartboost,37579.46629130435
2021-11-06,Android,AR,AdMob,64059.96437517241
2021-11-06,Android,AR,Amazon,59000.21745132744
2021-11-06,Android,AR,Unity,44990.63898993548
2021-11-07,iOS,US,IronSource,4173950.281414388
2021-11-07,iOS,US,AppLovin,2811454.5433037956
2021-11-07,iOS,US,Unity,3869760.609074306
2021-11-07,iOS,US,Chartboost,796183.09632
2021-11-07,iOS,US,Amazon,3957943.8857142855
2021-11-07,iOS,US,other,3072431.779874012
2021-11-07,iOS,US,AdMob,8614463.535333639
2021-11-07,iOS,US,Facebook,3070095.15392
2021-11-02,iOS,AR,Chartboost,3773.93835
2021-11-02,iOS,AR,IronSource,5924.55
2021-11-02,iOS,AR,AppLovin,2514.911020408163
2021-11-02,iOS,AR,other,1003.0910369747897
2021-11-03,Android,UK,other,81886.26234375002
2021-11-03,Android,UK,AppLovin,96145.00025690722
2021-11-03,Android,UK,Facebook,231115.04379105393
2021-11-03,Android,UK,IronSource,173128.4185097561
2021-11-03,Android,UK,Chartboost,43038.16788095239
2021-11-03,Android,UK,AdMob,522130.2952220923
2021-11-03,Android,UK,Unity,102887.99398216217
2021-11-01,Android,UK,other,99541.68869333333
2021-11-01,Android,UK,Chartboost,74598.5872
2021-11-01,Android,UK,Unity,144362.9304658983
2021-11-01,Android,UK,Facebook,220371.6241904762
2021-11-01,Android,UK,AppLovin,124375.47547865692
2021-11-01,Android,UK,IronSource,155753.49785027935
2021-11-01,Android,UK,AdMob,699854.9772741334
2021-11-03,iOS,UK,IronSource,220767.64472049687
2021-11-03,iOS,UK,AppLovin,178796.3838494935
2021-11-03,iOS,UK,AdMob,930530.3568786884
2021-11-03,iOS,UK,Unity,154009.75435471698
2021-11-03,iOS,UK,other,112193.60051188299
2021-11-03,iOS,UK,Facebook,168565.09800000003
2021-11-03,iOS,UK,Chartboost,124197.21526153845
2021-11-05,Android,UK,IronSource,207827.09999999998
2021-11-05,Android,UK,AdMob,171183.12767217396
2021-11-05,Android,UK,other,68813.86200000001
2021-11-05,Android,UK,AppLovin,127773.64054
2021-11-05,Android,UK,Chartboost,157689.96672
2021-11-05,Android,UK,Facebook,303525.3840678734
2021-11-05,Android,UK,Unity,227135.23226392697
2021-11-06,iOS,US,Facebook,3634533.2110648653
2021-11-06,iOS,US,Chartboost,1005754.7496149999
2021-11-06,iOS,US,Unity,3342798.335863358
2021-11-06,iOS,US,AdMob,6269354.782600528
2021-11-06,iOS,US,other,3062788.3771805414
2021-11-06,iOS,US,Amazon,3762288.439468085
2021-11-06,iOS,US,IronSource,3607432.247656039
2021-11-06,iOS,US,AppLovin,2772194.891069106
2021-11-03,iOS,US,AppLovin,1473320.783193409
2021-11-03,iOS,US,IronSource,2002293.015822937
2021-11-03,iOS,US,Amazon,1644917.602881356
2021-11-03,iOS,US,AdMob,3644846.6647649766
2021-11-03,iOS,US,Unity,1874453.5084010975
2021-11-03,iOS,US,other,1535095.1868843506
2021-11-03,iOS,US,Facebook,3278042.6119
2021-11-03,iOS,US,Chartboost,548229.629948718
2021-11-02,Android,UK,Facebook,247854.47598948382
2021-11-02,Android,UK,AdMob,516421.26868296776
2021-11-02,Android,UK,Unity,128066.79285
2021-11-02,Android,UK,Chartboost,61074.134249999996
2021-11-02,Android,UK,other,74983.59999369085
2021-11-02,Android,UK,AppLovin,66651.46373596184
2021-11-02,Android,UK,IronSource,146216.8485260204
2021-11-07,iOS,AR,other,1839.6916968325793
2021-11-07,iOS,AR,IronSource,4839.6222
2021-11-07,iOS,AR,Unity,2717.8034722222224
2021-11-07,iOS,AR,Chartboost,1684.9660625
2021-11-07,iOS,AR,AppLovin,3406.265625
2021-11-06,iOS,AR,IronSource,4921.7616
2021-11-06,iOS,AR,AppLovin,1560.3410869565218
2021-11-06,iOS,AR,other,939.8064383966242
2021-11-06,iOS,AR,Unity,4760.6325
2021-11-06,iOS,AR,Facebook,148.3120125
2021-11-06,iOS,AR,Chartboost,1747.5820173913044
2021-11-05,Android,AR,Facebook,43065.89249327354
2021-11-05,Android,AR,AdMob,78999.43674183844
2021-11-05,Android,AR,Amazon,71792.77545918366
2021-11-05,Android,AR,Chartboost,24741.1105344
2021-11-05,Android,AR,Unity,44215.8863149367
2021-11-05,Android,AR,IronSource,48928.39385869566
2021-11-05,Android,AR,AppLovin,84778.77333333333
2021-11-05,Android,AR,other,26144.17945959184
2021-11-04,iOS,US,other,1428047.4178011771
2021-11-04,iOS,US,Facebook,3784772.6781662335
2021-11-04,iOS,US,Chartboost,442077.7756137931
2021-11-04,iOS,US,AppLovin,1664884.2819874655
2021-11-04,iOS,US,AdMob,3422525.5686150724
2021-11-04,iOS,US,Amazon,1709205.928163265
2021-11-04,iOS,US,Unity,1952047.9267958677
2021-11-04,iOS,US,IronSource,2047152.707613042
2021-11-05,Android,US,AdMob,6129843.909776358
2021-11-05,Android,US,IronSource,1390763.003452282
2021-11-05,Android,US,AppLovin,2103058.7897052355
2021-11-05,Android,US,other,2141376.24933599
2021-11-05,Android,US,Chartboost,531562.1608615385
2021-11-05,Android,US,Facebook,4624129.031346534
2021-11-05,Android,US,Amazon,1542195.199161777
2021-11-05,Android,US,Unity,2718244.3797217035
2021-11-03,Android,US,other,1493921.22
2021-11-03,Android,US,IronSource,800451.873714554
2021-11-03,Android,US,AppLovin,1669302.8689663974
2021-11-03,Android,US,Facebook,3104746.3235223778
2021-11-03,Android,US,Chartboost,596543.4991698114
2021-11-03,Android,US,Amazon,1245620.2642424242
2021-11-03,Android,US,Unity,2102451.666028228
2021-11-03,Android,US,AdMob,4795746.635115682
2021-11-07,Android,AR,AdMob,77228.23035141104
2021-11-07,Android,AR,other,37507.942956306
2021-11-07,Android,AR,IronSource,40874.23839822617
2021-11-07,Android,AR,AppLovin,108136.07954545453
2021-11-07,Android,AR,Chartboost,28089.366587861274
2021-11-07,Android,AR,Amazon,37927.06769454546
2021-11-07,Android,AR,Unity,49758.9676475862
2021-11-07,Android,AR,Facebook,59858.653901403966
2021-11-07,Android,US,Chartboost,634116.9412314607
2021-11-07,Android,US,Unity,4373267.188008209
2021-11-07,Android,US,Amazon,2588189.889312639
2021-11-07,Android,US,other,3060083.324623854
2021-11-07,Android,US,Facebook,6751979.090942808
2021-11-07,Android,US,IronSource,1905250.9207562362
2021-11-07,Android,US,AdMob,8578762.598132046
2021-11-07,Android,US,AppLovin,3301264.1190172136
2021-11-07,Android,UK,Unity,342856.6863905326
2021-11-07,Android,UK,Chartboost,160986.74285714282
2021-11-07,Android,UK,other,115727.44401544405
2021-11-07,Android,UK,AdMob,988860.7756107383
2021-11-07,Android,UK,Facebook,636632.8563617462
2021-11-07,Android,UK,AppLovin,265901.63245823386
2021-11-07,Android,UK,IronSource,254827.46594005445
2021-11-01,Android,US,Chartboost,733999.849904762
2021-11-01,Android,US,Unity,2648844.075558621
2021-11-01,Android,US,Facebook,3718484.050874594
2021-11-01,Android,US,other,1367536.4761881311
2021-11-01,Android,US,Amazon,1550963.7929032259
2021-11-01,Android,US,AdMob,5552761.45237354
2021-11-01,Android,US,AppLovin,1919164.2010858143
2021-11-01,Android,US,IronSource,826216.7826329116
2021-11-01,iOS,AR,other,477.63617592592595
2021-11-01,iOS,AR,AppLovin,827.3199029126213
2021-11-01,iOS,AR,IronSource,4767.091875
2021-11-01,iOS,AR,Unity,2837.5546875
2021-11-01,iOS,AR,Chartboost,2190.4175999999998
2021-11-02,Android,US,Facebook,3093291.1823078846
2021-11-02,Android,US,AdMob,5291324.215475503
2021-11-02,Android,US,Unity,2301984.798638439
2021-11-02,Android,US,Chartboost,715523.6729777778
2021-11-02,Android,US,Amazon,1542016.0628808206
2021-11-02,Android,US,AppLovin,1801722.0142940136
2021-11-02,Android,US,other,1420702.893238027
2021-11-02,Android,US,IronSource,674654.7041362245
2021-11-06,iOS,UK,Chartboost,231586.24246153844
2021-11-06,iOS,UK,AdMob,1578621.156
2021-11-06,iOS,UK,other,270924.1237241379
2021-11-06,iOS,UK,Unity,212385.63763200003
2021-11-06,iOS,UK,AppLovin,287323.1694666667
2021-11-06,iOS,UK,IronSource,254221.1916376307
2021-11-03,iOS,AR,Chartboost,1904.530295652174
2021-11-03,iOS,AR,Unity,5866.6335
2021-11-03,iOS,AR,other,280.7207315789474
2021-11-03,iOS,AR,IronSource,2003.6809799999999
2021-11-03,iOS,AR,AppLovin,5991.725010526317
2021-04-28,Android,WW,Amazon,31156132.67917434
2021-04-28,Android,WW,Facebook,16860591.265146405
2021-04-28,Android,WW,AdMob,8941552.498055104
2021-04-28,Android,WW,Chartboost,7080148.707617482
2021-04-28,Android,WW,other,10057734.40541878
2021-04-28,Android,WW,Unity,4366396.743193775
2021-04-28,Android,WW,AppLovin,11319506.33589916
2021-04-28,Android,WW,IronSource,4862510.461217623
2021-04-27,iOS,WW,Chartboost,1599216.2616872871
2021-04-27,iOS,WW,Facebook,4347130.889230899
2021-04-27,iOS,WW,AdMob,10201876.91359442
2021-04-27,iOS,WW,Unity,4590768.5895031635
2021-04-27,iOS,WW,Amazon,9388940.893881453
2021-04-27,iOS,WW,other,1013485.3374459714
2021-04-27,iOS,WW,AppLovin,3335675.263023556
2021-04-27,iOS,WW,IronSource,4180338.704334862
2021-04-30,Android,WW,IronSource,5339695.671333834
2021-04-30,Android,WW,Unity,4877885.463880239
2021-04-30,Android,WW,Amazon,38563706.08366159
2021-04-30,Android,WW,Chartboost,6371080.309854425
2021-04-30,Android,WW,AdMob,9950772.115798904
2021-04-30,Android,WW,AppLovin,12991314.703116987
2021-04-30,Android,WW,Facebook,18917838.61413239
2021-04-30,Android,WW,other,11629422.524709215
2021-05-02,Android,WW,AppLovin,14788254.489340525
2021-05-02,Android,WW,other,10309308.988334773
2021-05-02,Android,WW,IronSource,4743658.6438980615
2021-05-02,Android,WW,Facebook,15197590.244003618
2021-05-02,Android,WW,AdMob,8704879.890949208
2021-05-02,Android,WW,Amazon,51468066.02945849
2021-05-02,Android,WW,Unity,5811774.931693108
2021-05-02,Android,WW,Chartboost,7466264.386070771
2021-04-27,Android,WW,other,9825471.922731092
2021-04-27,Android,WW,AdMob,8848713.873138055
2021-04-27,Android,WW,IronSource,4459748.913208626
2021-04-27,Android,WW,AppLovin,12814501.714080274
2021-04-27,Android,WW,Amazon,34251169.40989941
2021-04-27,Android,WW,Chartboost,5255700.654274587
2021-04-27,Android,WW,Unity,4266700.361601634
2021-04-27,Android,WW,Facebook,18230040.907309987
2021-04-28,iOS,WW,Amazon,6037537.621403393
2021-04-28,iOS,WW,Facebook,4264497.739892678
2021-04-28,iOS,WW,Unity,3918344.643156664
2021-04-28,iOS,WW,Chartboost,1763053.471573333
2021-04-28,iOS,WW,other,1231958.79579393
2021-04-28,iOS,WW,IronSource,4178916.7195737264
2021-04-28,iOS,WW,AppLovin,4523705.272474255
2021-04-28,iOS,WW,AdMob,12416572.58886894
2021-04-26,Android,WW,IronSource,4715365.583440389
2021-04-26,Android,WW,other,9474019.038725156
2021-04-26,Android,WW,AppLovin,13150946.3216013
2021-04-26,Android,WW,Facebook,17032032.720851768
2021-04-26,Android,WW,AdMob,9201783.508115685
2021-04-26,Android,WW,Unity,4523490.485837271
2021-04-26,Android,WW,Chartboost,5498225.422058427
2021-04-26,Android,WW,Amazon,36077360.02672528
2021-05-01,iOS,WW,AppLovin,3297797.502435812
2021-05-01,iOS,WW,AdMob,17943377.142278526
2021-05-01,iOS,WW,IronSource,4073851.666862942
2021-05-01,iOS,WW,other,1790854.0154001382
2021-05-01,iOS,WW,Amazon,8786801.35060791
2021-05-01,iOS,WW,Chartboost,2294465.5387200746
2021-05-01,iOS,WW,Unity,5048141.82139549
2021-05-01,iOS,WW,Facebook,5559321.162202591
2021-04-29,iOS,WW,AdMob,12690025.963493502
2021-04-29,iOS,WW,Chartboost,1835039.0287453362
2021-04-29,iOS,WW,Unity,3810380.9245421267
2021-04-29,iOS,WW,AppLovin,4552890.879811341
2021-04-29,iOS,WW,Facebook,4135596.0828343467
2021-04-29,iOS,WW,Amazon,6600435.671294116
2021-04-29,iOS,WW,IronSource,3370685.7361662537
2021-04-29,iOS,WW,other,1148133.8668101602
2021-04-29,Android,WW,AppLovin,11603962.833608605
2021-04-29,Android,WW,Unity,4503197.699928451
2021-04-29,Android,WW,Amazon,29918438.95118563
2021-04-29,Android,WW,Chartboost,5766723.492597788
2021-04-29,Android,WW,Facebook,17351054.59718412
2021-04-29,Android,WW,IronSource,5375862.286225825
2021-04-29,Android,WW,AdMob,9139247.63965658
2021-04-29,Android,WW,other,10401510.305349134
2021-05-01,Android,WW,AppLovin,13612645.145628335
2021-05-01,Android,WW,IronSource,4505989.251306192
2021-05-01,Android,WW,other,11501444.150376333
2021-05-01,Android,WW,Chartboost,5513608.954256457
2021-05-01,Android,WW,Unity,5403758.928916538
2021-05-01,Android,WW,Amazon,44954677.43543474
2021-05-01,Android,WW,AdMob,9176692.478966113
2021-05-01,Android,WW,Facebook,14369220.993782599
2021-04-30,iOS,WW,other,1535673.3458668187
2021-04-30,iOS,WW,AppLovin,5325783.033823027
2021-04-30,iOS,WW,IronSource,4976413.697197914
2021-04-30,iOS,WW,Facebook,4459616.294742245
2021-04-30,iOS,WW,AdMob,13709763.993976746
2021-04-30,iOS,WW,Amazon,8337815.661964735
2021-04-30,iOS,WW,Unity,4015012.79775901
2021-04-30,iOS,WW,Chartboost,1809397.835562575
2021-05-02,iOS,WW,other,1904337.8359592808
2021-05-02,iOS,WW,AdMob,14351072.939665698
2021-05-02,iOS,WW,IronSource,4409220.119488247
2021-05-02,iOS,WW,Facebook,5794792.998235768
2021-05-02,iOS,WW,AppLovin,3296185.4895594907
2021-05-02,iOS,WW,Chartboost,2525376.139778369
2021-05-02,iOS,WW,Amazon,7444880.574118238
2021-05-02,iOS,WW,Unity,4742832.418504637
2021-04-26,iOS,WW,other,1235092.3154712569
2021-04-26,iOS,WW,AdMob,11589673.525527705
2021-04-26,iOS,WW,AppLovin,4477937.099620322
2021-04-26,iOS,WW,IronSource,4489391.031192739
2021-04-26,iOS,WW,Facebook,4535655.889748562
2021-04-26,iOS,WW,Amazon,5751425.005180865
2021-04-26,iOS,WW,Unity,4870954.818622728
2021-04-26,iOS,WW,Chartboost,1845005.8640131853
2021-05-06,Android,WW,AppLovin,9367610.907576522
2021-05-06,Android,WW,IronSource,8856609.917590361
2021-05-06,Android,WW,Unity,4469865.439216694
2021-05-06,Android,WW,Chartboost,5906931.687854344
2021-05-06,Android,WW,Amazon,36787287.90993689
2021-05-06,Android,WW,Facebook,12116669.886327796
2021-05-06,Android,WW,AdMob,8171212.334467999
2021-05-06,Android,WW,other,10211911.384126866
2021-05-06,iOS,WW,AdMob,10454522.032820497
2021-05-06,iOS,WW,Chartboost,1583964.5022151198
2021-05-06,iOS,WW,IronSource,4364698.381182842
2021-05-06,iOS,WW,Unity,4034204.906748575
2021-05-06,iOS,WW,AppLovin,3326165.156356875
2021-05-06,iOS,WW,other,1243385.7825575892
2021-05-06,iOS,WW,Facebook,3937782.9503342137
2021-05-06,iOS,WW,Amazon,6464550.09070619
2021-05-09,Android,WW,Facebook,20469981.179742232
2021-05-09,Android,WW,IronSource,3250759.740705485
2021-05-09,Android,WW,AppLovin,13779344.2205658
2021-05-09,Android,WW,AdMob,8782166.614615953
2021-05-09,Android,WW,other,9495929.644735647
2021-05-09,Android,WW,Amazon,37646027.62829007
2021-05-09,Android,WW,Chartboost,8467140.565837596
2021-05-09,Android,WW,Unity,5257874.255432101
2021-05-08,iOS,WW,IronSource,5551582.7056496935
2021-05-08,iOS,WW,Amazon,7649767.073866531
2021-05-08,iOS,WW,Unity,4918558.102995152
2021-05-08,iOS,WW,Chartboost,1566935.461487161
2021-05-08,iOS,WW,other,1465886.0580841985
2021-05-08,iOS,WW,AdMob,16616443.992813936
2021-05-08,iOS,WW,Facebook,5270952.571739768
2021-05-08,iOS,WW,AppLovin,2913227.49399688
2021-05-04,Android,WW,other,8567861.435767027
2021-05-04,Android,WW,Unity,4739123.14965072
2021-05-04,Android,WW,Amazon,38437923.133157976
2021-05-04,Android,WW,Chartboost,6165689.605626089
2021-05-04,Android,WW,AppLovin,11925622.633822124
2021-05-04,Android,WW,IronSource,3769212.929890877
2021-05-04,Android,WW,AdMob,8556100.144250318
2021-05-04,Android,WW,Facebook,12902883.968243035
2021-05-07,Android,WW,IronSource,6657329.687172063
2021-05-07,Android,WW,AppLovin,9656888.833036158
2021-05-07,Android,WW,AdMob,8110901.054693945
2021-05-07,Android,WW,Chartboost,5810446.6470535975
2021-05-07,Android,WW,Unity,4505264.276722745
2021-05-07,Android,WW,other,10363702.663408827
2021-05-07,Android,WW,Amazon,33422761.50017381
2021-05-07,Android,WW,Facebook,12383375.65284584
2021-05-03,Android,WW,Facebook,13261087.383976532
2021-05-03,Android,WW,AppLovin,12090208.155076142
2021-05-03,Android,WW,IronSource,3792907.837401575
2021-05-03,Android,WW,AdMob,8862338.012485996
2021-05-03,Android,WW,other,8969486.718727378
2021-05-03,Android,WW,Unity,4691898.227537738
2021-05-03,Android,WW,Amazon,40005317.75475285
2021-05-03,Android,WW,Chartboost,6280627.775576604
2021-05-05,Android,WW,AdMob,8392999.582249943
2021-05-05,Android,WW,Chartboost,6067424.323536628
2021-05-05,Android,WW,Amazon,40096224.48081376
2021-05-05,Android,WW,Facebook,12591514.16050986
2021-05-05,Android,WW,Unity,4476560.3261226015
2021-05-05,Android,WW,other,10055122.899073174
2021-05-05,Android,WW,AppLovin,11800581.876188148
2021-05-05,Android,WW,IronSource,9540742.368447036
2021-05-03,iOS,WW,AdMob,12655826.587451262
2021-05-03,iOS,WW,other,1514894.080704629
2021-05-03,iOS,WW,Chartboost,1887605.5586907482
2021-05-03,iOS,WW,Facebook,4131335.48568734
2021-05-03,iOS,WW,IronSource,3467830.997841845
2021-05-03,iOS,WW,AppLovin,2655350.7352629644
2021-05-03,iOS,WW,Amazon,5961110.480922984
2021-05-03,iOS,WW,Unity,3865300.05948098
2021-05-04,iOS,WW,Amazon,5753367.893738055
2021-05-04,iOS,WW,Unity,3672573.413373887
2021-05-04,iOS,WW,AdMob,10723201.155145943
2021-05-04,iOS,WW,other,1177380.1221361922
2021-05-04,iOS,WW,Facebook,4639018.386293436
2021-05-04,iOS,WW,Chartboost,1358881.1674099572
2021-05-04,iOS,WW,AppLovin,2588511.3395340643
2021-05-04,iOS,WW,IronSource,4248114.350917568
2021-05-05,iOS,WW,Facebook,4254040.370985144
2021-05-05,iOS,WW,Unity,4138516.3863155707
2021-05-05,iOS,WW,Amazon,8082550.092557035
2021-05-05,iOS,WW,other,1176334.6391641437
2021-05-05,iOS,WW,Chartboost,1288748.1995912516
2021-05-05,iOS,WW,AppLovin,3852723.0573390382
2021-05-05,iOS,WW,IronSource,4661318.351666177
2021-05-05,iOS,WW,AdMob,13259806.082288522
2021-05-08,Android,WW,other,11816400.269459246
2021-05-08,Android,WW,IronSource,3584828.7796204877
2021-05-08,Android,WW,AppLovin,11483642.1043926
2021-05-08,Android,WW,AdMob,8805707.009397443
2021-05-08,Android,WW,Unity,5248456.951337908
2021-05-08,Android,WW,Chartboost,6681956.530277837
2021-05-08,Android,WW,Amazon,37098634.25119127
2021-05-08,Android,WW,Facebook,14451776.341527887
2021-05-07,iOS,WW,Facebook,4311039.546486293
2021-05-07,iOS,WW,IronSource,4611723.174850833
2021-05-07,iOS,WW,other,1325807.224843083
2021-05-07,iOS,WW,AdMob,11036568.10417365
2021-05-07,iOS,WW,AppLovin,3540838.0286632082
2021-05-07,iOS,WW,Unity,4150605.0023597614
2021-05-07,iOS,WW,Amazon,5581170.025861299
2021-05-07,iOS,WW,Chartboost,1210633.0276006607
2021-05-09,iOS,WW,other,1823456.235134375
2021-05-09,iOS,WW,Unity,5598657.614419278
2021-05-09,iOS,WW,Facebook,6177777.940821495
2021-05-09,iOS,WW,Amazon,9778685.259511907
2021-05-09,iOS,WW,AdMob,14034443.323076075
2021-05-09,iOS,WW,IronSource,6122754.662614043
2021-05-09,iOS,WW,Chartboost,1715932.3554293476
2021-05-09,iOS,WW,AppLovin,3191903.003265255
2021-05-12,Android,WW,IronSource,2629530.496923295
2021-05-12,Android,WW,AppLovin,8939629.114295783
2021-05-12,Android,WW,other,10109743.208187774
2021-05-12,Android,WW,Unity,4155168.1743259183
2021-05-12,Android,WW,Chartboost,5372424.6811061725
2021-05-12,Android,WW,Amazon,29157163.32653956
2021-05-12,Android,WW,AdMob,7776124.817404779
2021-05-12,Android,WW,Facebook,16009794.061896285
2021-05-16,Android,WW,Chartboost,9100629.049037997
2021-05-16,Android,WW,Amazon,19714344.41446568
2021-05-16,Android,WW,Unity,5531037.196806643
2021-05-16,Android,WW,Facebook,11027781.847095678
2021-05-16,Android,WW,AdMob,8611151.881977638
2021-05-16,Android,WW,other,12744796.057406895
